time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-15 00:00:00+00:00,1,1,35.0,4.0
2022-06-16 00:00:00+00:00,1,1,21.0,5.0
2022-06-17 00:00:00+00:00,2,2,63.0,6.0
2022-06-18 00:00:00+00:00,2,2,,
2022-06-19 00:00:00+00:00,2,2,3.0,2.0
2022-06-20 00:00:00+00:00,3,3,28.0,5.0
2022-06-21 00:00:00+00:00,1,1,58.0,5.0
2022-06-22 00:00:00+00:00,1,1,31.0,6.0
2022-06-23 00:00:00+00:00,3,2,25.0,3.0
2022-06-24 00:00:00+00:00,3,3,10.0,1.0
2022-06-25 00:00:00+00:00,2,2,,
2022-06-26 00:00:00+00:00,2,2,,
2022-06-27 00:00:00+00:00,1,1,1.0,1.0
2022-06-28 00:00:00+00:00,2,1,33.0,4.0
