time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-28 00:00:00+00:00,3,2,,
2022-08-29 00:00:00+00:00,1,1,86.0,5.0
2022-08-30 00:00:00+00:00,3,2,7.0,4.0
2022-08-31 00:00:00+00:00,4,2,4.0,2.0
2022-09-01 00:00:00+00:00,3,3,21.0,4.0
2022-09-02 00:00:00+00:00,2,2,21.0,5.0
2022-09-03 00:00:00+00:00,3,3,2.0,1.0
2022-09-04 00:00:00+00:00,1,1,,
2022-09-05 00:00:00+00:00,1,1,4.0,1.0
2022-09-06 00:00:00+00:00,1,1,26.0,5.0
2022-09-07 00:00:00+00:00,3,3,10.0,2.0
2022-09-08 00:00:00+00:00,1,1,1.0,1.0
2022-09-09 00:00:00+00:00,1,1,1.0,1.0
2022-09-10 00:00:00+00:00,2,1,1.0,1.0
