time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-22 00:00:00+00:00,2,2,464,40
2021-11-23 00:00:00+00:00,4,3,402,37
2021-11-24 00:00:00+00:00,1,1,279,31
2021-11-25 00:00:00+00:00,2,2,45,10
2021-11-26 00:00:00+00:00,4,3,100,12
2021-11-27 00:00:00+00:00,3,2,53,5
2021-11-28 00:00:00+00:00,3,3,60,5
2021-11-29 00:00:00+00:00,1,1,268,30
2021-11-30 00:00:00+00:00,3,3,400,55
2021-12-01 00:00:00+00:00,3,3,935,69
2021-12-02 00:00:00+00:00,1,1,426,43
2021-12-03 00:00:00+00:00,1,1,223,17
2021-12-04 00:00:00+00:00,1,1,179,15
2021-12-05 00:00:00+00:00,1,1,225,17
