url_path,views_total,views_unique
/SERVIR-WA/GALUP,21,14
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,18,5
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,9,4
/SERVIR-WA/GALUP/issues,8,1
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,6,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,6,3
/SERVIR-WA/GALUP/tree/master/training,5,5
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,4,4
/SERVIR-WA/GALUP/tree/master/training/1_lu,4,4
/SERVIR-WA/GALUP/tree/master/training/2_rs,3,2
