url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues/new,294,27
/SERVIR-WA/GALUP/issues,93,16
/SERVIR-WA/GALUP,83,22
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,28,15
/SERVIR-WA/GALUP/tree/master/.github/ISSUE_TEMPLATE,24,2
/SERVIR-WA/GALUP/labels/Exercise%20W4M0,19,4
/SERVIR-WA/GALUP/wiki/Tools,16,4
/SERVIR-WA/GALUP/blob/master/.github/ISSUE_TEMPLATE/w4m2-exercise1-submission.md,15,1
/SERVIR-WA/GALUP/blob/master/.github/ISSUE_TEMPLATE/w4m2-exercise2-submission.md,13,1
/SERVIR-WA/GALUP/search,11,3
