time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-15 00:00:00+00:00,5.0,3.0,1,1
2022-03-16 00:00:00+00:00,4.0,2.0,5,2
2022-03-17 00:00:00+00:00,4.0,2.0,21,4
2022-03-18 00:00:00+00:00,5.0,3.0,11,1
2022-03-19 00:00:00+00:00,3.0,2.0,2,1
2022-03-20 00:00:00+00:00,3.0,2.0,2,1
2022-03-21 00:00:00+00:00,4.0,3.0,80,6
2022-03-22 00:00:00+00:00,4.0,2.0,55,4
2022-03-23 00:00:00+00:00,555.0,4.0,2,1
2022-03-24 00:00:00+00:00,5.0,3.0,30,2
2022-03-25 00:00:00+00:00,4.0,2.0,19,3
2022-03-26 00:00:00+00:00,7.0,4.0,6,2
2022-03-27 00:00:00+00:00,4.0,2.0,5,1
2022-03-28 00:00:00+00:00,,,2,2
