url_path,views_total,views_unique
/SERVIR-WA/GALUP,88,21
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,69,6
/SERVIR-WA/GALUP/tree/master/training/3_idu,50,6
/SERVIR-WA/GALUP/tree/master/training,19,4
/SERVIR-WA/GALUP/tree/master/training/2_rs,14,4
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,11,6
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,10,7
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,10,7
/SERVIR-WA/GALUP/issues,8,2
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,7,5
