time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-10 00:00:00+00:00,4.0,4.0,655,21
2021-06-11 00:00:00+00:00,12.0,10.0,438,14
2021-06-12 00:00:00+00:00,7.0,6.0,245,7
2021-06-13 00:00:00+00:00,13.0,6.0,252,10
2021-06-14 00:00:00+00:00,5.0,5.0,725,36
2021-06-15 00:00:00+00:00,5.0,5.0,357,22
2021-06-16 00:00:00+00:00,5.0,4.0,395,17
2021-06-17 00:00:00+00:00,8.0,6.0,138,12
2021-06-18 00:00:00+00:00,13.0,8.0,294,19
2021-06-19 00:00:00+00:00,6.0,5.0,49,4
2021-06-20 00:00:00+00:00,5.0,4.0,68,7
2021-06-21 00:00:00+00:00,8.0,7.0,182,18
2021-06-22 00:00:00+00:00,11.0,10.0,208,15
2021-06-23 00:00:00+00:00,,,55,14
