url_path,views_total,views_unique
/SERVIR-WA/GALUP,30,9
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,18,7
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,8,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,7,5
/SERVIR-WA/GALUP/discussions/42,6,4
/SERVIR-WA/GALUP/issues,5,3
/SERVIR-WA/GALUP/tree/master/training/1_lu,5,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m1_exercise1.md,5,2
/SERVIR-WA/GALUP/tree/master/training,4,3
/SERVIR-WA/GALUP/issues/new,4,1
