url_path,views_total,views_unique
/SERVIR-WA/GALUP,18,11
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,12,3
/SERVIR-WA/GALUP/issues,8,1
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,6,2
/SERVIR-WA/GALUP/tree/master/training,3,3
/SERVIR-WA/GALUP/tree/master/training/1_lu,3,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,3,2
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,3,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,2,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,2,2
