url_path,views_total,views_unique
/SERVIR-WA/GALUP,32,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,22,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m1_exercise1.md,14,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,13,4
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,11,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/PopulationMap.pdf,9,1
/SERVIR-WA/GALUP/discussions/42,7,2
/SERVIR-WA/GALUP/wiki/Install,7,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,6,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,6,3
