url_path,views_total,views_unique
/SERVIR-WA/GALUP,29,13
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,17,9
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,16,10
/SERVIR-WA/GALUP/wiki/Tools,14,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,10,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,8,4
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,7,4
/SERVIR-WA/GALUP/wiki/Install,7,3
/SERVIR-WA/GALUP/issues,5,3
/SERVIR-WA/GALUP/tree/master/training,5,3
