url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,9,7
/SERVIR-WA/GALUP,8,7
/SERVIR-WA/GALUP/tree/master/training/2_rs,5,4
/SERVIR-WA/GALUP/wiki/Install,5,1
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,4,4
/SERVIR-WA/GALUP/wiki/Scripts,4,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,4,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,4,3
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,4,3
/SERVIR-WA/GALUP/tree/master/training/1_lu,3,3
