time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-23 00:00:00+00:00,7.0,4.0,33.0,5.0
2022-09-24 00:00:00+00:00,3.0,3.0,,
2022-09-25 00:00:00+00:00,2.0,2.0,,
2022-09-26 00:00:00+00:00,1.0,1.0,7.0,1.0
2022-09-27 00:00:00+00:00,1.0,1.0,17.0,3.0
2022-09-28 00:00:00+00:00,1.0,1.0,9.0,3.0
2022-09-29 00:00:00+00:00,2.0,2.0,8.0,3.0
2022-09-30 00:00:00+00:00,5.0,3.0,,
2022-10-01 00:00:00+00:00,1.0,1.0,,
2022-10-02 00:00:00+00:00,2.0,2.0,14.0,1.0
2022-10-03 00:00:00+00:00,1.0,1.0,23.0,2.0
2022-10-04 00:00:00+00:00,3.0,2.0,12.0,4.0
2022-10-05 00:00:00+00:00,1.0,1.0,12.0,1.0
2022-10-06 00:00:00+00:00,,,4.0,3.0
