url_path,views_total,views_unique
/SERVIR-WA/GALUP,81,20
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,66,6
/SERVIR-WA/GALUP/tree/master/training/3_idu,47,6
/SERVIR-WA/GALUP/tree/master/training,18,4
/SERVIR-WA/GALUP/tree/master/training/2_rs,14,4
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,11,6
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,10,7
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,9,6
/SERVIR-WA/GALUP/wiki/Install,8,3
/SERVIR-WA/GALUP/issues,8,2
